,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors
34,../normshapes\Apartment\D00921.obj,../shapes\Apartment\D00921.obj,12842,[ 3.25678503e-09 -2.90132549e-09  3.69939555e-10],[-2.664154e-09 -5.429258e-08 -6.136953e-08],[1. 1. 1.],0.40712336,2.2488144837325357,[-1.0381792   0.67866087 -0.66453826  0.5110631  -0.5855201   0.2674678 ],[0. 0. 0.],7983,Apartment,Triangle,[0.08220139 0.06151274 0.05114192],"[[ 0.93780371  0.33327664  0.09721565]
 [ 0.32784757 -0.94229645  0.06777436]
 [-0.11419357  0.03168713  0.99295305]]",[0.08220139 0.05114192 0.06151274],"[[ 0.94408494  0.31905307 -0.08311902]
 [ 0.21163009 -0.77973161 -0.58926337]
 [ 0.25281681 -0.53872418  0.8036541 ]]"
35,../normshapes\Apartment\D00953.obj,../shapes\Apartment\D00953.obj,4158,[ 2.88270711e-09 -1.10808740e-09  6.26757078e-09],[-1.98395451e-08 -5.70171910e-09  1.12944925e-07],[1. 1. 1.],0.4534348,2.513767130888274,[-0.44416523  0.61448264 -0.82526     0.76104707 -0.857878    0.7797788 ],[0. 0. 0.],7140,Apartment,Triangle,[0.03380305 0.105283   0.08755189],"[[ 0.94166703 -0.27812702  0.18949555]
 [-0.27520813 -0.96046278 -0.04209194]
 [-0.19371033  0.01251413  0.98097895]]",[0.03380305 0.105283   0.08755189],"[[-0.24319934  0.9465329  -0.21196593]
 [-0.07441019  0.19967721  0.97703231]
 [-0.96711799 -0.25338604 -0.02187032]]"
36,../normshapes\Apartment\m463.obj,../shapes\Apartment\m463.obj,2022,[-2.11148146e-09 -1.47424458e-09  1.42562710e-09],[ 6.4748569e-08  7.6113285e-09 -1.4217639e-08],[1. 1. 1.],0.3223388,1.3350906767274968,[-0.54976314  0.40027907 -0.3800398   0.37998936 -0.27495605  0.2748098 ],[0. 0. 0.],3672,Apartment,Triangle,[0.08203654 0.01981087 0.01749234],"[[ 1.00000000e+00 -1.23701319e-09  3.69272741e-10]
 [-1.23701327e-09 -1.00000000e+00  2.26379798e-07]
 [-3.69272461e-10  2.26379798e-07  1.00000000e+00]]",[0.01981087 0.08203654 0.01749234],"[[ 1.00000000e+00  1.37669631e-05  1.21324050e-07]
 [ 1.37669477e-05 -9.99999992e-01  1.25896799e-04]
 [-1.23057266e-07  1.25896797e-04  9.99999992e-01]]"
37,../normshapes\Apartment\m464.obj,../shapes\Apartment\m464.obj,8301,[3.34224588e-09 4.29600551e-10 1.62396464e-11],[-8.9094620e-08  8.0712381e-10 -4.3475185e-10],[1. 1. 1.],0.2546842,1.0396154035910763,[-0.44277674  0.5075118  -0.16286615  0.15970041 -0.13831396  0.13316843],[0. 0. 0.],12810,Apartment,Triangle,[0.07040255 0.00360357 0.00423079],"[[ 9.99977346e-01  6.73099915e-03  4.15226844e-05]
 [ 3.75685702e-06 -6.72686415e-03  9.99977374e-01]
 [-6.73112617e-03  9.99954720e-01  6.72673704e-03]]",[0.07040255 0.00423079 0.00360357],"[[ 6.31857176e-04 -9.99980760e-01  6.17086607e-03]
 [-9.99999643e-01 -6.35302410e-04 -5.56362043e-04]
 [-5.60271705e-04  6.17051233e-03  9.99980805e-01]]"
38,../normshapes\Apartment\m465.obj,../shapes\Apartment\m465.obj,2335,[ 3.28788528e-09  2.66062918e-09 -4.74670154e-10],[-1.3656739e-08 -1.7543165e-08  4.1400976e-09],[1. 1. 1.],0.291266,1.1364514105385148,[-0.5340434   0.27157643 -0.46841887  0.30862892 -0.1307181   0.06599305],[0. 0. 0.],4363,Apartment,Triangle,[0.0961435  0.00379571 0.00234548],"[[-0.70084471 -0.51651682 -0.49196247]
 [-0.71140996  0.45577609  0.53494302]
 [ 0.05208234 -0.72489898  0.68688347]]",[0.0961435  0.00234548 0.00379571],"[[-0.04645824  0.73662715 -0.67470147]
 [ 0.99748707 -0.00195752 -0.07082163]
 [ 0.05348988  0.67629625  0.73468511]]"
39,../normshapes\AquaticAnimal\m53.obj,../shapes\AquaticAnimal\m53.obj,18409,[ 2.00196092e-10 -3.85733259e-10 -2.14892003e-09],[1.5760797e-08 7.6023525e-09 1.0849865e-08],[1. 1. 1.],0.21570663,1.0136717561731017,[-0.144412    0.18069737 -0.07572113  0.07489162 -0.6386046   0.30963066],[0. 0. 0.],34877,AquaticAnimal,Triangle,[0.0499066  0.00467619 0.00080309],"[[ 0.0594964   0.99447731 -0.08645844]
 [-0.12140943  0.09317793  0.98821942]
 [-0.99081781  0.04829863 -0.12628267]]",[0.0499066  0.00080309 0.00467619],"[[ 0.08217031  0.99657829 -0.00893045]
 [ 0.04400344  0.00532412  0.99901719]
 [-0.99564639  0.08248252  0.04341538]]"
40,../normshapes\AquaticAnimal\m54.obj,../shapes\AquaticAnimal\m54.obj,18143,[-3.85260662e-10 -3.60271540e-10  5.76340622e-10],[ 2.7863807e-08 -1.9134642e-07 -7.9634930e-09],[1. 1. 1.],0.24775231,1.0540161171819187,[-0.17744845  0.17758854 -0.11738195  0.10861279 -0.63711315  0.32923308],[0. 0. 0.],33836,AquaticAnimal,Triangle,[0.06749693 0.0044008  0.00157093],"[[ 0.11173757  0.99219364  0.05537589]
 [ 0.16187782  0.036807   -0.98612414]
 [ 0.98046432 -0.11915125  0.15650142]]",[0.06749693 0.00157093 0.0044008 ],"[[ 0.15804306  0.97981667  0.12239968]
 [-0.01619696 -0.12136847  0.99247537]
 [-0.98729937  0.15883635  0.00331139]]"
41,../normshapes\AquaticAnimal\m55.obj,../shapes\AquaticAnimal\m55.obj,19505,[-4.87447218e-10 -3.96342637e-10 -5.29791328e-09],[ 3.5064520e-08 -7.7888265e-09  6.7662960e-08],[1. 1. 1.],0.22373745,1.028256927969476,[-0.15465026  0.20250452 -0.07455655  0.09293696 -0.29111728  0.65846086],[0. 0. 0.],37072,AquaticAnimal,Triangle,[0.05669037 0.00413497 0.00118698],"[[ 0.01750445 -0.99818173 -0.05767874]
 [ 0.07729449  0.0588659  -0.99526899]
 [-0.99685463 -0.01296339 -0.07818436]]",[0.05669037 0.00118698 0.00413497],"[[ 0.0615859   0.99809744 -0.00294422]
 [ 0.01668159 -0.00397871 -0.99985294]
 [ 0.99796237 -0.06152773  0.01689488]]"
42,../normshapes\AquaticAnimal\m56.obj,../shapes\AquaticAnimal\m56.obj,5814,[-1.36424080e-09  4.64519022e-10 -2.54633605e-10],[ 3.9879957e-08 -4.2289159e-09 -4.0301247e-09],[1. 1. 1.],0.21154997,1.0176604050107345,[-0.685644    0.26178035 -0.20018867  0.14229944 -0.07235033  0.07160036],[0. 0. 0.],10893,AquaticAnimal,Triangle,[0.05384921 0.00092353 0.00337462],"[[-9.99999930e-01 -3.74430746e-04  1.60736263e-06]
 [-1.60625869e-06 -2.94859456e-06 -1.00000000e+00]
 [-3.74430751e-04  9.99999930e-01 -2.94799292e-06]]",[0.00092353 0.00337462 0.05384921],"[[-9.99963163e-01 -8.58243684e-03  1.19653743e-04]
 [-8.57948875e-03  9.99839207e-01  1.57465206e-02]
 [ 2.54778023e-04 -1.57449140e-02  9.99876009e-01]]"
43,../normshapes\AquaticAnimal\m57.obj,../shapes\AquaticAnimal\m57.obj,18878,[-2.74002411e-09 -3.69742164e-10 -4.75386992e-10],[-1.8857018e-07  3.0528515e-08  1.3192320e-08],[1. 1. 1.],0.21900369,1.0207794401339358,[-0.3056663   0.64050823 -0.15525456  0.20887762 -0.05917524  0.05978795],[0. 0. 0.],36278,AquaticAnimal,Triangle,[0.05013035 0.00591201 0.00068347],"[[ 0.99394869  0.10983086  0.00178199]
 [ 0.10983302 -0.99394938 -0.00115811]
 [-0.00164401 -0.00134682  0.99999774]]",[0.00068347 0.05013035 0.00591201],"[[-9.99998930e-01 -1.84669253e-04  1.45138428e-03]
 [-1.43903064e-03 -5.49999464e-02 -9.98485320e-01]
 [-2.64215596e-04  9.98486340e-01 -5.49996218e-02]]"
44,../normshapes\AquaticAnimal\m58.obj,../shapes\AquaticAnimal\m58.obj,477,[-1.88869826e-10 -1.50327081e-09  3.59618400e-10],[ 2.3351401e-09  6.0604304e-09 -5.3419256e-09],[1. 1. 1.],0.29415813,1.1746986396244197,[-0.268654    0.20372234 -0.24984457  0.26194727 -0.4816111   0.46435222],[0. 0. 0.],950,AquaticAnimal,Triangle,[0.06708743 0.0145742  0.01341134],"[[ 0.0828588  -0.9932011  -0.08176799]
 [-0.11873782 -0.09130479  0.98871875]
 [ 0.98946235  0.0722151   0.12549594]]",[0.06708743 0.01341134 0.0145742 ],"[[ 0.06647565 -0.99757241 -0.02074302]
 [-0.05791818  0.0168961  -0.99817834]
 [-0.99610565 -0.06755595  0.0566544 ]]"
45,../normshapes\AquaticAnimal\m59.obj,../shapes\AquaticAnimal\m59.obj,44,[-2.20130790e-09  1.46230705e-10  3.63677756e-10],[-2.0319765e-08  1.6933138e-10  6.9175743e-10],[1. 1. 1.],0.24885839,0.9912114209704807,[-0.4627273   0.48727274 -0.09999999  0.1        -0.1         0.09999999],[0. 0. 0.],1680,AquaticAnimal,Triangle,[0.07700169 0.00172103 0.00145433],"[[ 1.00000000e+00 -1.20650827e-09 -3.83236156e-10]
 [-1.20650827e-09 -1.00000000e+00  4.86550739e-10]
 [ 3.83236157e-10  4.86550998e-10  1.00000000e+00]]",[0.00145433 0.07700169 0.00172103],"[[ 1.00000000e+00  9.38264196e-12 -9.33576574e-15]
 [ 9.33577971e-15 -1.48926850e-09  1.00000000e+00]
 [-9.38264196e-12  1.00000000e+00  1.48926871e-09]]"
46,../normshapes\AquaticAnimal\m60.obj,../shapes\AquaticAnimal\m60.obj,1606,[-3.70522931e-09  5.22410132e-11 -1.39644105e-10],[-1.4427961e-08  5.6969571e-09 -1.2734648e-09],[1. 1. 1.],0.23115684,1.069098496677831,[-0.61922145  0.3250702  -0.17288591  0.20989344 -0.16182382  0.16185015],[0. 0. 0.],3208,AquaticAnimal,Triangle,[0.05928439 0.001928   0.0053274 ],"[[-9.99999936e-01 -3.58095819e-04 -1.48743680e-07]
 [-2.57697114e-08 -3.43410772e-04  9.99999941e-01]
 [ 3.58095849e-04 -9.99999877e-01 -3.43410741e-04]]",[0.001928   0.05928439 0.0053274 ],"[[ 9.99999908e-01  6.36675806e-05 -4.24800188e-04]
 [ 4.21763716e-04  4.18477828e-02  9.99123909e-01]
 [-8.13887479e-05  9.99123996e-01 -4.18477521e-02]]"
47,../normshapes\AquaticAnimal\m61.obj,../shapes\AquaticAnimal\m61.obj,216,[-6.56924655e-10  7.50097334e-10  5.69141573e-10],[-1.4487240e-09  1.6075824e-09  2.0075175e-08],[1. 1. 1.],0.24890341,1.0468580512462036,[-0.23065048  0.15682632 -0.08458084  0.08523057 -0.373892    0.5836766 ],[0. 0. 0.],337,AquaticAnimal,Triangle,[0.06673058 0.00494128 0.00203048],"[[ 0.0469934  -0.99850438 -0.02793977]
 [ 0.02489735  0.02913282 -0.99926543]
 [-0.99858487 -0.04626325 -0.02622916]]",[0.06673058 0.00203048 0.00494128],"[[ 0.02119021 -0.99851641  0.05015934]
 [-0.00270949 -0.05022778 -0.99873411]
 [-0.99977179 -0.02102747  0.00376981]]"
48,../normshapes\AquaticAnimal\m62.obj,../shapes\AquaticAnimal\m62.obj,241,[ 2.59881507e-09  7.38102123e-10 -7.29860064e-11],[-2.6463473e-08  4.4904431e-09 -4.3281381e-10],[1. 1. 1.],0.29668564,1.1667130525318696,[-0.48819816  0.4064207  -0.39184213  0.34949577 -0.05302333  0.0532525 ],[0. 0. 0.],478,AquaticAnimal,Triangle,[0.06533674 0.03227281 0.00042477],"[[ 9.27086084e-01  3.74839974e-01  2.52725032e-03]
 [ 3.74837565e-01 -9.27089467e-01  1.38555013e-03]
 [-2.86234673e-03  3.37215890e-04  9.99995847e-01]]",[0.00042477 0.06533673 0.03227281],"[[-9.99997433e-01 -1.22660816e-03 -1.90498367e-03]
 [-2.10413617e-03  1.90929809e-01  9.81601437e-01]
 [ 8.40322170e-04 -9.81602926e-01  1.90931899e-01]]"
49,../normshapes\AquaticAnimal\m63.obj,../shapes\AquaticAnimal\m63.obj,1112,[2.64813450e-10 1.03802790e-09 7.67731305e-10],[3.1021752e-09 2.6030131e-09 3.1122254e-09],[1. 1. 1.],0.24972062,1.4129821100425346,[-0.26729304  0.7281679  -0.36217645  0.30123627 -0.3842347   0.36773577],[0. 0. 0.],1792,AquaticAnimal,Triangle,[0.04384779 0.01444088 0.01902393],"[[-9.99962498e-01  8.66002452e-03 -8.00541275e-05]
 [ 9.21360255e-05  1.39474443e-03 -9.99999023e-01]
 [ 8.65990441e-03  9.99961529e-01  1.39549002e-03]]",[0.04384779 0.01902393 0.01444088],"[[ 0.94940246  0.31405972  0.0012082 ]
 [ 0.31397363 -0.94921943  0.02007577]
 [-0.00745184  0.01868065  0.99979773]]"
50,../normshapes\AquaticAnimal\m64.obj,../shapes\AquaticAnimal\m64.obj,247,[-9.91533333e-10  3.40526599e-11  1.79763745e-10],[-1.5564776e-08 -2.8957723e-09 -7.9181273e-10],[1. 1. 1.],0.23697415,1.0969362767952353,[-0.46962863  0.48306593 -0.2858675   0.2356281  -0.07650709  0.07739118],[0. 0. 0.],444,AquaticAnimal,Triangle,[0.06007655 0.00121391 0.00757851],"[[-9.99999834e-01 -5.75546905e-04  1.36289254e-06]
 [-1.35899890e-06 -6.76551056e-06 -1.00000000e+00]
 [-5.75546914e-04  9.99999834e-01 -6.76472727e-06]]",[0.06007655 0.00757851 0.00121391],"[[ 9.99723727e-01  2.35021484e-02 -3.43383363e-04]
 [ 2.35035102e-02 -9.99712574e-01  4.72810126e-03]
 [ 2.32164128e-04  4.73486573e-03  9.99988764e-01]]"
51,../normshapes\AquaticAnimal\m65.obj,../shapes\AquaticAnimal\m65.obj,1004,[-1.35292953e-09  1.84281744e-09  4.22511924e-11],[-3.3839291e-09 -4.3189621e-09  5.0276578e-09],[1. 1. 1.],0.17935593,1.1827488269711173,[-0.7675966   0.20346719 -0.23419246  0.3274509  -0.18723571  0.18757977],[0. 0. 0.],1930,AquaticAnimal,Triangle,[0.03030042 0.00766154 0.00212332],"[[ 9.50924971e-01 -3.09411354e-01  2.51282404e-03]
 [-3.09413019e-01 -9.50927704e-01  2.93414794e-04]
 [-2.29872813e-03  1.05651593e-03  9.99996800e-01]]",[0.00212332 0.03030042 0.00766154],"[[-9.99998617e-01 -6.98283511e-04 -1.50970073e-03]
 [-1.38168493e-03 -1.56641092e-01  9.87654625e-01]
 [ 9.26144111e-04 -9.87655345e-01 -1.56639911e-01]]"
52,../normshapes\AquaticAnimal\m66.obj,../shapes\AquaticAnimal\m66.obj,4117,[ 6.07439074e-10 -3.91219952e-09 -1.62600068e-10],[1.1398465e-08 4.6107818e-08 3.0330758e-09],[1. 1. 1.],0.2873969,1.1276047495285821,[-0.28690064  0.25749308 -0.5400993   0.35919997 -0.18096806  0.22693975],[0. 0. 0.],8196,AquaticAnimal,Triangle,[0.07709994 0.00514867 0.0065652 ],"[[ 0.31421367 -0.94103819 -0.12536705]
 [-0.92157384 -0.27063732 -0.27831116]
 [-0.22797243 -0.20298416  0.95227412]]",[0.07709994 0.0065652  0.00514867],"[[ 0.03901673  0.99381542 -0.10396448]
 [ 0.21249645  0.09341167  0.97268675]
 [-0.97638259  0.06004314  0.20753763]]"
53,../normshapes\AquaticAnimal\m67.obj,../shapes\AquaticAnimal\m67.obj,14000,[ 4.31866751e-09  3.18905222e-11 -7.78258352e-11],[ 3.7640334e-08 -9.5175849e-09  3.0257672e-09],[1. 1. 1.],0.2776217,1.0417315671355774,[-0.5438349   0.406043   -0.1621432   0.2018414  -0.10891329  0.11570154],[0. 0. 0.],27996,AquaticAnimal,Triangle,[0.07938266 0.00092245 0.00822952],"[[ 9.99976468e-01 -4.86661807e-03 -4.83514201e-03]
 [-4.83526422e-03 -1.33470318e-05 -9.99988310e-01]
 [-4.86649664e-03 -9.99988158e-01  3.68781020e-05]]",[0.07938266 0.00822952 0.00092245],"[[ 0.99996732  0.00761113 -0.00272676]
 [ 0.0027759  -0.00645299  0.99997533]
 [-0.00759335  0.99995021  0.00647391]]"
54,../normshapes\AquaticAnimal\m68.obj,../shapes\AquaticAnimal\m68.obj,553,[-1.14268059e-09  3.73744759e-10  4.55780195e-10],[-2.3173596e-09  4.2642112e-09  1.5148728e-09],[1. 1. 1.],0.19688176,0.9956592645099428,[-0.4971229   0.45064428 -0.15283626  0.10541325 -0.08106653  0.08135852],[0. 0. 0.],1098,AquaticAnimal,Triangle,[0.04762117 0.00129308 0.00347412],"[[-9.99976617e-01 -6.83854011e-03 -2.37008143e-05]
 [-2.42139462e-05  7.49525137e-05  9.99999997e-01]
 [ 6.83853831e-03 -9.99976614e-01  7.51163491e-05]]",[0.04762117 0.00347412 0.00129308],"[[ 0.9997534  -0.02195358  0.00334242]
 [-0.02192962 -0.99973471 -0.00704315]
 [-0.00349616 -0.00696812  0.99996961]]"
55,../normshapes\AquaticAnimal\m69.obj,../shapes\AquaticAnimal\m69.obj,317,[ 4.70068176e-11 -3.72235237e-09 -2.23397147e-10],[ 1.5747283e-09 -5.4057838e-09 -2.4796096e-09],[1. 1. 1.],0.26849005,1.032884828460438,[-0.16252841  0.07795148 -0.63274676  0.31536835 -0.1613678   0.17044273],[0. 0. 0.],560,AquaticAnimal,Triangle,[0.08150905 0.00208338 0.00527188],"[[ 0.05915008  0.99823891  0.00451179]
 [ 0.99664848 -0.05879879 -0.05687269]
 [ 0.05650725 -0.00786069  0.99837124]]",[0.08150905 0.00527188 0.00208338],"[[ 0.00104655 -0.99999321  0.00353333]
 [-0.05562151  0.00346965  0.9984459 ]
 [ 0.99845138  0.00124146  0.0556175 ]]"
56,../normshapes\AquaticAnimal\m70.obj,../shapes\AquaticAnimal\m70.obj,320,[-3.70619091e-10 -2.15950422e-09  5.67069947e-11],[ 1.6007107e-11  3.5390257e-09 -2.6542692e-09],[1. 1. 1.],0.2541708,1.071341476307456,[-0.07358304  0.1676474  -0.58460915  0.36681145 -0.2139091   0.21548495],[0. 0. 0.],560,AquaticAnimal,Triangle,[0.07628209 0.00165825 0.00479749],"[[ 0.01208059 -0.99992377 -0.00255252]
 [-0.99987489 -0.01205385 -0.01024295]
 [-0.0102114  -0.00267595  0.99994428]]",[0.07628209 0.00479749 0.00165825],"[[ 3.46294999e-04  9.99997497e-01 -2.21057301e-03]
 [ 9.87002580e-03  2.20704753e-03  9.99948854e-01]
 [-9.99951230e-01  3.68095700e-04  9.86923681e-03]]"
57,../normshapes\AquaticAnimal\m71.obj,../shapes\AquaticAnimal\m71.obj,420,[ 5.02248960e-09 -4.44924808e-10 -1.59084902e-10],[ 8.7278229e-09 -1.4191583e-10  1.1619358e-09],[1. 1. 1.],0.25378543,1.0555863428704022,[-0.32992232  0.62012386 -0.21943259  0.12853263 -0.15050176  0.15048824],[0. 0. 0.],836,AquaticAnimal,Triangle,[0.07322106 0.0032074  0.00469284],"[[-1.00000000e+00 -2.63691980e-05  9.58040107e-10]
 [-1.65806625e-09  2.65471154e-05 -1.00000000e+00]
 [-2.63691980e-05  9.99999999e-01  2.65471155e-05]]",[0.0032074  0.07322106 0.00469284],"[[ 9.99999998e-01  5.99883638e-05  3.31966280e-05]
 [ 3.36238315e-05 -7.13552755e-03 -9.99974541e-01]
 [ 5.97499611e-05 -9.99974540e-01  7.13552955e-03]]"
58,../normshapes\AquaticAnimal\m72.obj,../shapes\AquaticAnimal\m72.obj,331,[-2.45843837e-10  5.50739433e-09 -8.42544489e-10],[-2.5671161e-09 -1.1884914e-08 -1.5643968e-09],[1. 1. 1.],0.2557185,1.0719407508608323,[-0.07715406  0.16082421 -0.5681991   0.38393167 -0.21371427  0.21741247],[0. 0. 0.],590,AquaticAnimal,Triangle,[0.07777543 0.00190725 0.00433456],"[[ 0.02102679 -0.99977563 -0.00256374]
 [-0.99959559 -0.02097376 -0.019203  ]
 [-0.01914492 -0.00296648  0.99981232]]",[0.07777543 0.00433456 0.00190725],"[[ 3.50504491e-04  9.99997472e-01 -2.22110344e-03]
 [ 1.88060034e-02  2.21411920e-03  9.99820700e-01]
 [-9.99823090e-01  3.92211724e-04  1.88051798e-02]]"
59,../normshapes\AquaticAnimal\m73.obj,../shapes\AquaticAnimal\m73.obj,285,[-3.51370035e-09 -6.74494036e-11 -1.04384462e-11],[-6.2741734e-10 -2.0913911e-09 -5.4245457e-09],[1. 1. 1.],0.32917947,1.165221253896591,[-0.43096396  0.52207    -0.3488181   0.22226796 -0.17443065  0.17674969],[0. 0. 0.],564,AquaticAnimal,Triangle,[0.10172233 0.0042793  0.01648472],"[[-9.99997466e-01 -2.25129286e-03 -8.29814138e-08]
 [-2.97252310e-08  5.00630423e-05 -9.99999999e-01]
 [-2.25129286e-03  9.99997465e-01  5.00629823e-05]]",[0.10172234 0.01648472 0.0042793 ],"[[ 9.99010901e-01 -4.44516650e-02 -1.12619007e-03]
 [-4.44516925e-02 -9.99011535e-01  6.18719132e-07]
 [ 1.12510437e-03 -4.94429474e-05  9.99999366e-01]]"
60,../normshapes\AquaticAnimal\m74.obj,../shapes\AquaticAnimal\m74.obj,162,[-8.22632344e-10  1.99460048e-10 -1.98912105e-09],[ 6.8067032e-09 -2.2995619e-10 -4.4335554e-08],[1. 1. 1.],0.25480142,1.013094858601228,[-0.13744748  0.31820166 -0.17228025  0.15777466 -0.23069094  0.61181056],[0. 0. 0.],336,AquaticAnimal,Triangle,[0.08458252 0.00319038 0.00256251],"[[-0.45823514 -0.80251007  0.38209704]
 [ 0.00218456 -0.43090273 -0.90239574]
 [-0.88882832  0.41267472 -0.1992079 ]]",[0.08458252 0.00256251 0.00319038],"[[-0.02365184 -0.89633877 -0.44273852]
 [-0.01687319  0.44315724 -0.89628509]
 [-0.99957785  0.01372838  0.02560558]]"
61,../normshapes\AquaticAnimal\m75.obj,../shapes\AquaticAnimal\m75.obj,298,[ 1.77748226e-11  2.93225975e-09 -3.22986595e-10],[ 7.2505651e-10 -3.3702626e-08  1.4501130e-09],[1. 1. 1.],0.22005805,1.1138531356773795,[-0.19400157  0.08271931 -0.54536116  0.40372175 -0.2572067   0.25595602],[0. 0. 0.],512,AquaticAnimal,Triangle,[0.05749601 0.00310571 0.00427243],"[[ 0.0333331   0.99943295  0.00476294]
 [ 0.99899095 -0.03317408 -0.0302748 ]
 [ 0.03009962 -0.00576728  0.99953027]]",[0.057496   0.00427243 0.00310571],"[[ 8.00169115e-04 -9.99991713e-01  3.99165805e-03]
 [-2.93427641e-02  3.96646155e-03  9.99561539e-01]
 [ 9.99569088e-01  9.16944552e-04  2.93393472e-02]]"
62,../normshapes\AquaticAnimal\m76.obj,../shapes\AquaticAnimal\m76.obj,1583,[ 1.92698429e-09 -2.54759635e-10  3.28459785e-10],[ 1.7649828e-08 -1.3437402e-09 -2.1179793e-10],[1. 1. 1.],0.2461234,1.0729072896314695,[-0.6786398   0.27498555 -0.15984564  0.16286112 -0.18549582  0.18543415],[0. 0. 0.],3164,AquaticAnimal,Triangle,[0.07219954 0.00261455 0.00360945],"[[-9.99999985e-01 -1.72554186e-04 -4.35215506e-08]
 [-1.22440572e-08 -1.81261861e-04  9.99999984e-01]
 [ 1.72554191e-04 -9.99999969e-01 -1.81261856e-04]]",[0.00261455 0.07219954 0.00360945],"[[ 9.99999968e-01  7.36854942e-05 -2.42930893e-04]
 [ 2.46260712e-04 -4.91788473e-02  9.98789958e-01]
 [-6.16492704e-05  9.98789986e-01  4.91788639e-02]]"
63,../normshapes\AquaticAnimal\m77.obj,../shapes\AquaticAnimal\m77.obj,11578,[ 1.47550614e-09 -1.66154847e-09 -2.73277942e-10],[-1.6427572e-08 -8.1423561e-09 -4.2131365e-08],[1. 1. 1.],0.24685758,1.255291264525957,[-0.421726    0.57691205 -0.19915496  0.35521096 -0.2726943   0.24803275],[0. 0. 0.],23022,AquaticAnimal,Triangle,[0.06925352 0.00243245 0.00330488],"[[-0.88788123 -0.335727   -0.31457004]
 [-0.34167245  0.02328188  0.93953067]
 [ 0.30810203 -0.94167157  0.13538021]]",[0.06925352 0.00330488 0.00243245],"[[ 0.91370603 -0.40031118 -0.06994465]
 [-0.062288    0.03212436 -0.99754109]
 [-0.40157378 -0.91581602 -0.00441763]]"
64,../normshapes\AquaticAnimal\m78.obj,../shapes\AquaticAnimal\m78.obj,468,[-2.74322258e-09  5.86717364e-10  9.78464717e-10],[-3.9390169e-08 -1.4328040e-09  2.0696057e-10],[1. 1. 1.],0.27297089,1.1687078769661239,[-0.67072326  0.31288743 -0.2173335   0.19491732 -0.19060503  0.2873462 ],[0. 0. 0.],734,AquaticAnimal,Triangle,[0.08649475 0.00276548 0.003446  ],"[[ 9.90072725e-01  1.39084120e-01 -2.02881032e-02]
 [ 1.40555651e-01 -9.79363780e-01  1.45226360e-01]
 [-3.29247005e-04  1.46636265e-01  9.89190425e-01]]",[0.08649475 0.003446   0.00276548],"[[-0.98575399 -0.16155318  0.04679359]
 [-0.06926358  0.64344237  0.76235456]
 [ 0.15326978 -0.74825296  0.64546563]]"
65,../normshapes\AquaticAnimal\m79.obj,../shapes\AquaticAnimal\m79.obj,166,[ 2.05339797e-09 -2.10389136e-10  2.71708803e-10],[ 4.8249240e-09 -1.1669584e-09 -1.5540744e-09],[1. 1. 1.],0.22605307,1.0348224449941141,[-0.53279316  0.42974585 -0.13415669  0.12470964 -0.11472806  0.16341643],[0. 0. 0.],226,AquaticAnimal,Triangle,[0.0634126  0.0016271  0.00138989],"[[-9.86388192e-01  1.26242296e-01 -1.05362311e-01]
 [ 1.25568032e-01  9.91999367e-01  1.30355285e-02]
 [-1.06164981e-01  3.72046609e-04  9.94348459e-01]]",[0.0634126  0.00138989 0.0016271 ],"[[ 0.99363008 -0.11184406  0.01379057]
 [-0.00571812 -0.17225676 -0.98503549]
 [-0.11254589 -0.97868203  0.17179904]]"
66,../normshapes\AquaticAnimal\m80.obj,../shapes\AquaticAnimal\m80.obj,1104,[-1.62588984e-09 -1.01119005e-09 -7.47812247e-11],[ 9.7856354e-09 -1.6129427e-09 -2.7096088e-09],[1. 1. 1.],0.25333422,1.084971809244197,[-0.47024974  0.4935683  -0.16712692  0.21491247 -0.13936092  0.18042721],[0. 0. 0.],2104,AquaticAnimal,Triangle,[0.06814064 0.00487357 0.00330688],"[[-0.97955058  0.15380859  0.12970573]
 [ 0.15555716  0.98782105  0.00339798]
 [ 0.12760341 -0.02350515  0.99154671]]",[0.06814064 0.00487357 0.00330688],"[[ 0.98597402  0.16264879 -0.0374246 ]
 [ 0.00716541  0.18277593  0.98312848]
 [-0.16674497  0.96960731 -0.17904688]]"
67,../normshapes\AquaticAnimal\m81.obj,../shapes\AquaticAnimal\m81.obj,857,[-1.97911141e-10 -1.17417146e-10 -3.10050034e-09],[-2.7168103e-09 -2.5407609e-09 -2.9593672e-08],[1. 1. 1.],0.24885286,1.0624481452511076,[-0.08904426  0.1822483  -0.18616495  0.20194957 -0.52268577  0.42839968],[0. 0. 0.],1673,AquaticAnimal,Triangle,[0.07368097 0.00230432 0.00180578],"[[ 0.0432164  -0.99823686 -0.04068808]
 [-0.08536918  0.03688744 -0.99566632]
 [-0.9954117  -0.04650263  0.08362452]]",[0.07368098 0.00180578 0.00230432],"[[ 8.28428390e-04  9.99137379e-01  4.15188081e-02]
 [ 8.46584919e-02 -4.14398438e-02  9.95547929e-01]
 [-9.96409682e-01 -2.69017951e-03  8.46197936e-02]]"
