,Unnamed: 0,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors
55,55,../shapes\AquaticAnimal\m69.obj,317,[0.19107897 0.10241326 0.65911099],[0.191079   0.10241322 0.6591106 ],[1. 1. 1.],0.26849008,1.0346170824351169,[0.025    0.357325 0.025    0.264776 0.025    0.975   ],[0. 0. 0.],560,AquaticAnimal,Triangle,[0.08150905 0.00527188 0.00208338],"[[ 0.00104655 -0.99999321  0.00353333]
 [-0.05562151  0.00346965  0.9984459 ]
 [ 0.99845138  0.00124146  0.0556175 ]]"
56,56,../shapes\AquaticAnimal\m70.obj,320,[0.23972651 0.09855128 0.60813349],[0.23972642 0.09855132 0.6081334 ],[1. 1. 1.],0.25417084,1.0700537165694992,[0.025    0.454415 0.025    0.266076 0.025    0.975   ],[0. 0. 0.],560,AquaticAnimal,Triangle,[0.07628209 0.00479749 0.00165825],"[[ 3.46294999e-04  9.99997497e-01 -2.21057301e-03]
 [ 9.87002580e-03  2.20704753e-03  9.99948854e-01]
 [-9.99951230e-01  3.68095700e-04  9.86923681e-03]]"
57,57,../shapes\AquaticAnimal\m71.obj,420,[0.17547676 0.15357734 0.64460927],[0.17547682 0.15357733 0.6446095 ],[1. 1. 1.],0.25378537,1.0550741994056554,[0.025    0.32599  0.025    0.371535 0.025    0.975   ],[0. 0. 0.],836,AquaticAnimal,Triangle,[0.0032074  0.07322106 0.00469284],"[[ 9.99999998e-01  5.99883638e-05  3.31966280e-05]
 [ 3.36238315e-05 -7.13552755e-03 -9.99974541e-01]
 [ 5.97499611e-05 -9.99974540e-01  7.13552955e-03]]"
58,58,../shapes\AquaticAnimal\m72.obj,331,[0.24060458 0.10216127 0.59096552],[0.24060462 0.10216119 0.5909651 ],[1. 1. 1.],0.25571853,1.0700459221918832,[0.025    0.456203 0.025    0.262828 0.025    0.975   ],[0. 0. 0.],590,AquaticAnimal,Triangle,[0.07777543 0.00433456 0.00190725],"[[ 3.50504491e-04  9.99997472e-01 -2.22110344e-03]
 [ 1.88060034e-02  2.21411920e-03  9.99820700e-01]
 [-9.99823090e-01  3.92211724e-04  1.88051798e-02]]"
59,59,../shapes\AquaticAnimal\m73.obj,285,[0.4612261  0.2701536  0.20001645],[0.46122614 0.2701536  0.20001648],[1. 1. 1.],0.32917947,1.1700709415380086,[0.025    0.975    0.025    0.610865 0.025    0.376181],[0. 0. 0.],564,AquaticAnimal,Triangle,[0.10172234 0.01648472 0.0042793 ],"[[ 9.99010901e-01 -4.44516650e-02 -1.12619007e-03]
 [-4.44516925e-02 -9.99011535e-01  6.18719132e-07]
 [ 1.12510437e-03 -4.94429474e-05  9.99999366e-01]]"
60,60,../shapes\AquaticAnimal\m74.obj,162,[0.18431922 0.16889793 0.71176307],[0.18431918 0.16889794 0.7117629 ],[1. 1. 1.],0.25480148,1.0483367119157634,[0.025    0.354455 0.025    0.321596 0.025    0.975   ],[0. 0. 0.],336,AquaticAnimal,Triangle,[0.08458252 0.00256251 0.00319038],"[[-0.02365184 -0.89633877 -0.44273852]
 [-0.01687319  0.44315724 -0.89628509]
 [-0.99957785  0.01372838  0.02560558]]"
61,61,../shapes\AquaticAnimal\m75.obj,298,[0.28159955 0.10749714 0.57106335],[0.28159952 0.10749719 0.571063  ],[1. 1. 1.],0.22005805,1.1141408328656142,[0.025    0.538384 0.025    0.299311 0.025    0.975   ],[0. 0. 0.],512,AquaticAnimal,Triangle,[0.057496   0.00427243 0.00310571],"[[ 8.00169115e-04 -9.99991713e-01  3.99165805e-03]
 [-2.93427641e-02  3.96646155e-03  9.99561539e-01]
 [ 9.99569088e-01  9.16944552e-04  2.93393472e-02]]"
62,62,../shapes\AquaticAnimal\m76.obj,1583,[0.21049104 0.18392733 0.69685171],[0.21049133 0.18392743 0.6968537 ],[1. 1. 1.],0.24612297,1.0713379479417378,[0.025   0.39593 0.025   0.35314 0.025   0.975  ],[0. 0. 0.],3164,AquaticAnimal,Triangle,[0.00261455 0.07219954 0.00360945],"[[ 9.99999968e-01  7.36854942e-05 -2.42930893e-04]
 [ 2.46260712e-04 -4.91788473e-02  9.98789958e-01]
 [-6.16492704e-05  9.98789986e-01  4.91788639e-02]]"
63,63,../shapes\AquaticAnimal\m77.obj,11578,[0.35956217 0.15168138 0.39463581],[0.35956195 0.15168121 0.39463773],[1. 1. 1.],0.24685763,1.1801773147511343,[0.025    0.975    0.025    0.407994 0.025    0.611203],[0. 0. 0.],23022,AquaticAnimal,Triangle,[0.06925352 0.00330488 0.00243245],"[[ 0.91370603 -0.40031118 -0.06994465]
 [-0.062288    0.03212436 -0.99754109]
 [-0.40157378 -0.91581602 -0.00441763]]"
64,64,../shapes\AquaticAnimal\m78.obj,468,[0.34534002 0.24435991 0.26694712],[0.34534004 0.24436    0.26694703],[1. 1. 1.],0.27297089,1.143142482787102,[0.025    0.975    0.025    0.51665  0.025    0.428181],[0. 0. 0.],734,AquaticAnimal,Triangle,[0.08649475 0.003446   0.00276548],"[[-0.98575399 -0.16155318  0.04679359]
 [-0.06926358  0.64344237  0.76235456]
 [ 0.15326978 -0.74825296  0.64546563]]"
65,65,../shapes\AquaticAnimal\m79.obj,166,[0.54346979 0.08748187 0.18520658],[0.5434697  0.08748189 0.18520659],[1. 1. 1.],0.2260531,1.0159197469431769,[0.025    0.975    0.025    0.256171 0.025    0.300958],[0. 0. 0.],226,AquaticAnimal,Triangle,[0.0634126  0.00138989 0.0016271 ],"[[ 0.99363008 -0.11184406  0.01379057]
 [-0.00571812 -0.17225676 -0.98503549]
 [-0.11254589 -0.97868203  0.17179904]]"
66,66,../shapes\AquaticAnimal\m80.obj,1104,[0.50281032 0.11825161 0.18376995],[0.5028103  0.11825162 0.18376987],[1. 1. 1.],0.25333422,1.0658196012804333,[0.025    0.975    0.025    0.308883 0.025    0.416001],[0. 0. 0.],2104,AquaticAnimal,Triangle,[0.06814064 0.00487357 0.00330688],"[[ 0.98597402  0.16264879 -0.0374246 ]
 [ 0.00716541  0.18277593  0.98312848]
 [-0.16674497  0.96960731 -0.17904688]]"
67,67,../shapes\AquaticAnimal\m81.obj,857,[0.21681205 0.10910881 0.54467882],[0.2168117  0.10910881 0.54467916],[1. 1. 1.],0.24885288,1.0606443022357974,[0.025  0.4145 0.025  0.291  0.025  0.975 ],[0. 0. 0.],1673,AquaticAnimal,Triangle,[0.07368098 0.00180578 0.00230432],"[[ 8.28428390e-04  9.99137379e-01  4.15188081e-02]
 [ 8.46584919e-02 -4.14398438e-02  9.95547929e-01]
 [-9.96409682e-01 -2.69017951e-03  8.46197936e-02]]"
68,68,../shapes\Bed\D00031.obj,1867,[-0.16601179  0.05554633  0.02336353],[-0.16601163  0.05554634  0.02336352],[1. 1. 1.],0.6624385,2.22610832497727,[-0.669666  0.930426 -0.708463  0.726534 -0.267503  0.312193],[0. 0. 0.],3590,Bed,Triangle,[0.01236356 0.28520725 0.22218709],"[[-0.04008442 -0.9982518  -0.04343481]
 [ 0.03262356  0.04213906 -0.99857899]
 [-0.99866358  0.04144445 -0.0308774 ]]"
69,69,../shapes\Bed\D00110.obj,1926,[-0.03127064 -0.08932412 -0.08983198],[-0.03127063 -0.08932419 -0.08983195],[1. 1. 1.],0.7529349,2.1334845610937725,[-0.8889    0.75223  -0.718484  0.524562 -0.220014  0.339705],[0. 0. 0.],3644,Bed,Triangle,[0.40463387 0.18544452 0.00915135],"[[ 0.99476356 -0.10161901  0.01091023]
 [-0.10183366 -0.99457225  0.02135301]
 [-0.00868114  0.02235222  0.99971247]]"
70,70,../shapes\Bed\D00121.obj,15368,[-0.19096226  0.11417259  0.20733451],[-0.19096313  0.11417274  0.2073346 ],[1. 1. 1.],0.7465266,2.4296461439126964,[-0.912283  0.78579  -0.599669  0.858504 -0.482021  0.463209],[0. 0. 0.],24612,Bed,Triangle,[0.38759629 0.15339093 0.03031534],"[[ 0.97536658  0.20549266 -0.08020478]
 [ 0.21046069 -0.97580213  0.05930003]
 [ 0.06607827  0.07471922  0.99501291]]"
71,71,../shapes\Bed\D00184.obj,7218,[-0.17546487 -0.07941271 -0.08724491],[-0.17546462 -0.0794127  -0.08724485],[1. 1. 1.],0.63416165,2.4336311122683925,[-0.937684  0.750002 -0.891329  0.664602 -0.466361  0.341943],[0. 0. 0.],14204,Bed,Triangle,[0.25347395 0.16633847 0.03146101],"[[ 0.93221841 -0.35015781 -0.09142396]
 [-0.34259695 -0.93527584  0.08880554]
 [ 0.11660257  0.05146459  0.99184436]]"
72,72,../shapes\Bed\D00210.obj,22063,[0.04673397 0.13860616 0.09492345],[0.04673425 0.13860624 0.09492391],[1. 1. 1.],0.70215416,2.2544680379474853,[-0.667887  0.81694  -0.532688  0.866731 -0.412555  0.546372],[0. 0. 0.],34247,Bed,Triangle,[0.36595485 0.01453276 0.12875446],"[[ 0.99115615  0.08217848 -0.10419299]
 [ 0.11026464 -0.0731678   0.99120542]
 [-0.07383218  0.99392815  0.08158209]]"
73,73,../shapes\Bed\D00213.obj,2277,[0.26688259 0.05993948 0.01982444],[0.26688278 0.05993949 0.01982445],[1. 1. 1.],0.6713207,2.0197405899350724,[-0.955079  0.747501 -0.365319  0.50444  -0.375599  0.275625],[0. 0. 0.],4536,Bed,Triangle,[0.45004783 0.01424348 0.08751931],"[[ 0.99882736  0.04425739  0.01962615]
 [ 0.01559071  0.08975032 -0.99584226]
 [ 0.04583483 -0.99498048 -0.08895507]]"
74,74,../shapes\Bed\D00217.obj,3238,[ 0.02038105 -0.04972795 -0.01121303],[ 0.02038142 -0.04972796 -0.01121302],[1. 1. 1.],0.8885425,2.101360618478942,[-0.842601  0.881592 -0.54509   0.411619 -0.3038    0.422549],[0. 0. 0.],6272,Bed,Triangle,[0.6684665  0.09932598 0.02403025],"[[ 9.99829576e-01  1.79869378e-02  4.15806971e-03]
 [ 1.84612512e-02 -9.74636459e-01 -2.23031288e-01]
 [-4.09564280e-05 -2.23070041e-01  9.74802418e-01]]"
75,75,../shapes\Bed\D00307.obj,2644,[-0.13253326 -0.07024604 -0.01286709],[-0.13253328 -0.07024613 -0.01286708],[1. 1. 1.],0.63912725,2.561521723066482,[-0.820216  0.991699 -0.833938  0.872106 -0.213808  0.392634],[0. 0. 0.],5259,Bed,Triangle,[0.010595   0.22648868 0.24233274],"[[-0.03385267 -0.99648686 -0.0766024 ]
 [-0.03944899 -0.07525431  0.99638374]
 [ 0.99864797 -0.03675214  0.03676284]]"
76,76,../shapes\Bed\D00322.obj,9342,[-0.04922402  0.1255048   0.1444177 ],[-0.04922398  0.12550463  0.14441787],[1. 1. 1.],0.79874307,2.319564616912739,[-0.94314   0.864001 -0.415536  0.599245 -0.520955  0.520602],[0. 0. 0.],14796,Bed,Triangle,[0.57705442 0.01630019 0.06221011],"[[ 0.99280576  0.10339183  0.06038921]
 [ 0.08342798 -0.23555554 -0.96827339]
 [ 0.08588654 -0.96634555  0.24248666]]"
77,77,../shapes\Bed\D00417.obj,12808,[-0.2278811  0.0796157  0.0639705],[-0.22788085  0.07961588  0.06397047],[1. 1. 1.],0.7189591,2.0956856596401985,[-0.799888  0.796046 -0.509407  0.668083 -0.374758  0.302302],[0. 0. 0.],24736,Bed,Triangle,[0.40985143 0.01332434 0.16048712],"[[ 0.99868837 -0.04790208  0.01808105]
 [-0.01937492 -0.02668557  0.9994561 ]
 [ 0.04739352  0.9984955   0.02757867]]"
78,78,../shapes\Bed\D00538.obj,7136,[-0.00475788  0.1146729   0.10265701],[-0.00475778  0.11467285  0.10265711],[1. 1. 1.],0.9091634,2.1802635842124527,[-0.838246  0.8386   -0.479658  0.702627 -0.325735  0.411787],[0. 0. 0.],13868,Bed,Triangle,[0.59003774 0.04203848 0.19631938],"[[ 0.99558751  0.05642147  0.07498085]
 [ 0.07730096 -0.04012556 -0.99620003]
 [ 0.05319842 -0.9976004   0.04430994]]"
79,79,../shapes\Bed\D00545.obj,415,[-0.00745234  0.1494848   0.02958728],[-0.00745237  0.14948475  0.02958726],[1. 1. 1.],0.8176448,2.232170978923369,[-0.832734  0.876784 -0.47967   0.747412 -0.39825   0.346334],[0. 0. 0.],838,Bed,Triangle,[0.43633328 0.02791612 0.22098208],"[[ 0.99846683  0.05427608  0.01086679]
 [ 0.01065294  0.00422776 -0.99993432]
 [ 0.05431846 -0.99851702 -0.00364308]]"
80,80,../shapes\Bed\D00552.obj,6349,[ 0.20366086  0.12669366 -0.01943615],[ 0.20366019  0.12669359 -0.0194362 ],[1. 1. 1.],0.49138036,2.222415672691556,[-1.05698   0.489625 -0.719045  0.71651  -0.464456  0.232915],[0. 0. 0.],12251,Bed,Triangle,[0.17788662 0.10167183 0.03305321],"[[ 0.13980367 -0.9785196  -0.15150684]
 [-0.98529731 -0.12230099 -0.11929664]
 [-0.09820466 -0.16595739  0.98123085]]"
81,81,../shapes\Bed\D00565.obj,826,[ 0.14469237  0.10074177 -0.02596827],[ 0.14469245  0.10074165 -0.02596826],[1. 1. 1.],0.4760286,2.216823003327386,[-1.08588   0.602982 -0.605613  0.718594 -0.375019  0.180431],[0. 0. 0.],1628,Bed,Triangle,[0.18116795 0.14005223 0.00365992],"[[ 0.98780994  0.15564436  0.00251962]
 [ 0.15548405 -0.98575428 -0.06413423]
 [ 0.0074984  -0.0637442   0.9979381 ]]"
82,82,../shapes\Bed\D00650.obj,3752,[-0.01456413 -0.08215799 -0.07833704],[-0.01456432 -0.08215807 -0.07833708],[1. 1. 1.],0.9017601,2.058126779485919,[-0.863733  0.833154 -0.550605  0.377532 -0.421559  0.282019],[0. 0. 0.],7443,Bed,Triangle,[0.62941292 0.0385588  0.15056232],"[[ 0.99865753 -0.04586831 -0.02406747]
 [-0.02542425 -0.02922961 -0.99924934]
 [-0.0451304  -0.99851977  0.03035653]]"
83,83,../shapes\Bed\D00735.obj,453,[-0.13221454  0.1241256   0.04714398],[-0.13221453  0.12412558  0.04714396],[1. 1. 1.],0.48421863,2.3951179128341904,[-0.644923  1.11344  -0.684425  0.73777  -0.312594  0.476146],[0. 0. 0.],684,Bed,Triangle,[0.22168637 0.11605561 0.01230235],"[[ 0.97562333 -0.21766995 -0.02790903]
 [-0.21428134 -0.97234515  0.09288932]
 [ 0.04735643  0.08464461  0.99528522]]"
84,84,../shapes\Bed\D00836.obj,1563,[-0.07308791  0.0924344   0.006846  ],[-0.07308794  0.09243441  0.006846  ],[1. 1. 1.],0.62039334,2.127437322338136,[-0.795864  0.919097 -0.365307  0.512459 -0.304602  0.597853],[0. 0. 0.],3154,Bed,Triangle,[0.31724432 0.03680523 0.07763506],"[[ 0.98693257 -0.14212599 -0.075923  ]
 [-0.03226091  0.28735295 -0.95728132]
 [-0.15787125 -0.94722146 -0.27901287]]"
85,85,../shapes\Bed\D00839.obj,16364,[ 0.03929743 -0.17861752  0.07427842],[ 0.03929669 -0.17861785  0.07427839],[1. 1. 1.],0.79635864,2.2976935387679847,[-0.800648  0.864395 -0.877287  0.569772 -0.351917  0.290771],[0. 0. 0.],32648,Bed,Triangle,[0.47163259 0.15703885 0.01431196],"[[ 0.97738133 -0.20774634 -0.03958793]
 [-0.21012691 -0.97511799 -0.0706511 ]
 [ 0.0239254  -0.07737155  0.99671521]]"
86,86,../shapes\Bed\D00969.obj,13151,[-0.21046378 -0.11232573  0.01142498],[-0.21046357 -0.11232578  0.01142499],[1. 1. 1.],0.70875746,2.422171038958869,[-0.906979  0.798208 -0.928304  0.569391 -0.466867  0.379395],[0. 0. 0.],23918,Bed,Triangle,[0.34128457 0.16350726 0.03909158],"[[ 0.97148533 -0.23503793  0.03119965]
 [-0.23511742 -0.9719663  -0.00114804]
 [-0.03059484  0.00622028  0.99951251]]"
87,87,../shapes\Bed\D00988.obj,768,[-0.02720179 -0.15077992 -0.07567323],[-0.02720174 -0.15077995 -0.0756733 ],[1. 1. 1.],0.91409916,2.165772248492785,[-0.867888  0.815509 -0.726326  0.426407 -0.517681  0.208921],[0. 0. 0.],624,Bed,Triangle,[0.57716231 0.0345261  0.22718091],"[[ 0.99746721  0.05618586 -0.04361554]
 [ 0.03859186  0.08758766  0.995409  ]
 [-0.05974809  0.99457104 -0.0851975 ]]"
88,88,../shapes\Bed\m945.obj,8116,[0.39613052 0.38241076 0.26370737],[0.39613196 0.38240713 0.26370686],[1. 1. 1.],0.31508142,1.4266291460504734,[0.025    0.740004 0.025    0.813378 0.025    0.975   ],[0. 0. 0.],15659,Bed,Triangle,[0.0830526  0.04592912 0.01343153],"[[ 0.05779763  0.99824997  0.01250707]
 [ 0.22035183 -0.02497517  0.97510067]
 [-0.97370658  0.05360255  0.22140971]]"
89,89,../shapes\Bed\m946.obj,449,[0.25959603 0.30950911 0.4999058 ],[0.2595961  0.30950928 0.49990594],[1. 1. 1.],0.4978762,1.158749227935294,[0.025    0.494149 0.025    0.494147 0.025    0.975   ],[0. 0. 0.],644,Bed,Triangle,[0.02621383 0.20729368 0.01611534],"[[ 9.99999998e-01  1.13871314e-05 -6.57756630e-05]
 [-6.57755430e-05 -1.05393584e-05 -9.99999998e-01]
 [ 1.13878246e-05 -1.00000000e+00  1.05386094e-05]]"
90,90,../shapes\Bed\m947.obj,441,[0.37350127 0.25099169 0.4999939 ],[0.3735007  0.25099197 0.49999413],[1. 1. 1.],0.5216757,1.2510324928577836,[0.025    0.721994 0.025    0.445454 0.025    0.975   ],[0. 0. 0.],584,Bed,Triangle,[0.04860666 0.20925453 0.01682362],"[[ 1.00000000e+00  1.99046627e-06 -1.21305398e-06]
 [-1.34426178e-06  6.72998303e-02 -9.97732796e-01]
 [ 1.90431515e-06 -9.97732796e-01 -6.72998303e-02]]"
91,91,../shapes\Bed\m948.obj,4597,[0.51297679 0.44666995 0.42297758],[0.5129776  0.44666904 0.42297286],[1. 1. 1.],0.62655187,1.5916807076358457,[0.025    0.975    0.025    0.893382 0.025    0.961408],[0. 0. 0.],9038,Bed,Triangle,[0.098634   0.13901924 0.17409414],"[[-0.14074129 -0.9832638  -0.11569003]
 [-0.98940613  0.14388857 -0.01927679]
 [-0.03560064 -0.11175138  0.99309829]]"
92,92,../shapes\Bed\m949.obj,706,[0.40554045 0.4242143  0.25340041],[0.405541   0.42421404 0.25339842],[1. 1. 1.],0.42208907,1.4091943731765362,[0.025    0.956207 0.025    0.975    0.025    0.489954],[0. 0. 0.],1388,Bed,Triangle,[0.14835319 0.02475531 0.0273844 ],"[[ 0.99989823  0.0109299  -0.00916864]
 [ 0.0109408  -0.9999395   0.00113973]
 [ 0.00915563  0.00123993  0.99995732]]"
93,93,../shapes\Bed\m950.obj,437,[0.39720744 0.44493801 0.49997185],[0.3972077  0.44493774 0.49997178],[1. 1. 1.],0.63385785,1.4844177333930204,[0.025    0.769384 0.025    0.889227 0.025    0.975   ],[0. 0. 0.],724,Bed,Triangle,[0.09869962 0.13116542 0.17607954],"[[ 9.99999994e-01  1.05306742e-04  3.95075068e-05]
 [ 1.07607740e-04 -9.97972517e-01 -6.36462401e-02]
 [-3.27250278e-05 -6.36462440e-02  9.97972522e-01]]"
94,94,../shapes\Bed\m951.obj,363,[0.4114844  0.31742435 0.29785435],[0.41148472 0.31742477 0.29785427],[1. 1. 1.],0.39323086,1.327342192204325,[0.025    0.797947 0.025    0.536752 0.025    0.975   ],[0. 0. 0.],572,Bed,Triangle,[0.0810099  0.11002261 0.0062379 ],"[[ 9.99997218e-01  2.35552257e-03  1.27579938e-04]
 [ 7.67078454e-05 -8.65239496e-02  9.96249768e-01]
 [-2.35772753e-03  9.96246986e-01  8.65238895e-02]]"
95,95,../shapes\Bicycle\D00016.obj,2769,[ 0.04350924  0.05789344 -0.00688587],[ 0.04350908  0.05789348 -0.00688586],[1. 1. 1.],0.58659184,2.2908050752248346,[-0.914299  0.959955 -0.44062   0.818183 -0.209935  0.177847],[0. 0. 0.],5049,Bicycle,Triangle,[0.32018279 0.08086464 0.00236648],"[[ 0.99976301 -0.02067455  0.00681844]
 [-0.02064141 -0.99977496 -0.00489533]
 [-0.00691812 -0.00475342  0.99996477]]"
96,96,../shapes\Bicycle\D00033.obj,2192,[-0.07791179  0.06937241  0.00308441],[-0.07791162  0.06937242  0.00308441],[1. 1. 1.],0.6073794,2.3077155892629677,[-1.0652    0.878724 -0.389308  0.704617 -0.281626  0.310015],[0. 0. 0.],4448,Bicycle,Triangle,[0.33885282 0.06559482 0.00291916],"[[ 0.99803251  0.06251182 -0.00483595]
 [ 0.06242685 -0.99791997 -0.01608194]
 [ 0.0058312  -0.0157484   0.99985898]]"
97,97,../shapes\Bicycle\D00040.obj,25426,[ 0.24321394  0.02537398 -0.02441705],[ 0.24321342  0.02537405 -0.02441685],[1. 1. 1.],0.2788185,2.340164769197021,[-0.94097   0.963824 -0.458162  0.744808 -0.31764   0.315601],[0. 0. 0.],50650,Bicycle,Triangle,[0.1030024  0.02108177 0.00165892],"[[ 0.99921771 -0.0394686  -0.00248769]
 [-0.03915678 -0.99621495  0.0776049 ]
 [ 0.00554123  0.07744678  0.99698109]]"
98,98,../shapes\Bicycle\D00077.obj,16416,[-0.05994833 -0.19672588 -0.0081851 ],[-0.05994804 -0.19672541 -0.00818511],[1. 1. 1.],0.48243603,2.3054068238514067,[-0.846692  1.04491  -0.658064  0.486785 -0.363761  0.288974],[0. 0. 0.],32265,Bicycle,Triangle,[0.21861307 0.06218885 0.0043226 ],"[[ 9.78409341e-01  2.06345155e-01 -1.16978062e-02]
 [ 2.06674768e-01 -9.76603464e-01  5.94240213e-02]
 [-8.37740821e-04  6.05586589e-02  9.98164289e-01]]"
99,99,../shapes\Bicycle\D00078.obj,22674,[-0.01009491 -0.01978795 -0.01611584],[-0.01009514 -0.0197879  -0.01611589],[1. 1. 1.],0.5112901,2.432735098418692,[-1.01698   0.86983  -0.596377  0.758111 -0.365122  0.358418],[0. 0. 0.],44740,Bicycle,Triangle,[0.2200009  0.07510062 0.00847219],"[[ 0.98375646 -0.17911023 -0.01194797]
 [-0.1794874  -0.98247638 -0.05024371]
 [ 0.00273943 -0.05157209  0.99866552]]"
100,100,../shapes\Bicycle\D00462.obj,56754,[-0.06092454  0.02117366 -0.0038385 ],[-0.06092437  0.02117374 -0.0038385 ],[1. 1. 1.],0.5037441,2.3203261332371223,[-0.981432  0.933426 -0.593991  0.611169 -0.276838  0.23777 ],[0. 0. 0.],111471,Bicycle,Triangle,[0.24155293 0.04837869 0.00275953],"[[ 0.99918827  0.03417459  0.0213283 ]
 [ 0.03482564 -0.99891439 -0.03093906]
 [-0.02024782 -0.03165671  0.99929369]]"
101,101,../shapes\Bicycle\D00514.obj,6951,[-0.09143718  0.06294439 -0.0130221 ],[-0.09143724  0.06294442 -0.01302212],[1. 1. 1.],0.55165595,2.283513065187012,[-1.00041   0.867701 -0.554131  0.697751 -0.218428  0.17829 ],[0. 0. 0.],12939,Bicycle,Triangle,[0.28110625 0.06574076 0.00423044],"[[ 0.99932566  0.03606772 -0.00688015]
 [ 0.03615118 -0.99926916  0.01241932]
 [ 0.00642718  0.01265968  0.99989921]]"
102,102,../shapes\Bicycle\D00536.obj,30832,[-0.00562341  0.03501905 -0.00087888],[-0.00562341  0.035019   -0.00087887],[1. 1. 1.],0.62389827,2.441779530129309,[-0.885706  1.02261  -0.552034  0.679221 -0.459882  0.437129],[0. 0. 0.],60488,Bicycle,Triangle,[0.30888051 0.10174058 0.01670116],"[[ 0.98718837  0.15887599 -0.01474951]
 [ 0.15874145 -0.98727064 -0.00989099]
 [ 0.0161332  -0.00742291  0.9998423 ]]"
103,103,../shapes\Bicycle\D00555.obj,34364,[0.0209129  0.10363354 0.02713095],[0.02091296 0.10363352 0.02713083],[1. 1. 1.],0.5673976,2.3987592379074147,[-0.953013  0.973589 -0.49476   0.757895 -0.333261  0.354566],[0. 0. 0.],64544,Bicycle,Triangle,[0.26819921 0.0816824  0.00659577],"[[ 0.99967402 -0.02499975  0.00518269]
 [-0.02502097 -0.99967864  0.00406984]
 [-0.00507928  0.00419819  0.99997829]]"
104,104,../shapes\Bicycle\D00558.obj,19417,[-0.0047075  -0.02081866 -0.01353511],[-0.00470766 -0.02081855 -0.01353514],[1. 1. 1.],0.52632004,2.312727113628029,[-1.01428   0.938784 -0.539415  0.584583 -0.283491  0.236967],[0. 0. 0.],37661,Bicycle,Triangle,[0.24064428 0.07029956 0.00533454],"[[ 0.99789093 -0.0645139   0.00718698]
 [-0.06446607 -0.99789741 -0.00669916]
 [-0.00760406 -0.00622171  0.99995173]]"
105,105,../shapes\Bicycle\D00567.obj,436,[-0.01827528  0.04528028  0.00704653],[-0.01827525  0.04528025  0.00704653],[1. 1. 1.],0.55595154,2.3237415993999706,[-0.923799  0.991099 -0.503743  0.689679 -0.288646  0.266948],[0. 0. 0.],916,Bicycle,Triangle,[0.26631357 0.08668334 0.00448216],"[[ 0.99948225 -0.03215385 -0.00116393]
 [-0.03209827 -0.99894431  0.0328627 ]
 [ 0.00221937  0.03280832  0.9994592 ]]"
106,106,../shapes\Bicycle\D00621.obj,2769,[ 0.04036698  0.04386825 -0.00931268],[ 0.04036695  0.04386817 -0.00931269],[1. 1. 1.],0.5865937,2.2950713347693767,[-0.914804  0.956869 -0.720661  0.549773 -0.212118  0.175426],[0. 0. 0.],5049,Bicycle,Triangle,[0.32018483 0.00236649 0.08086515],"[[ 0.99994681  0.00646067 -0.00804009]
 [ 0.00801372  0.00409822  0.99995949]
 [-0.00649336  0.99997073 -0.00404623]]"
107,107,../shapes\Bicycle\D00708.obj,22495,[-0.00174773  0.00480091 -0.00641008],[-0.00174763  0.00480086 -0.00641009],[1. 1. 1.],0.51753443,2.358556628535741,[-0.993872  0.942018 -0.56247   0.649391 -0.307887  0.280766],[0. 0. 0.],44110,Bicycle,Triangle,[0.24161643 0.06945113 0.00363479],"[[ 9.77534403e-01 -2.10774658e-01 -7.30636006e-04]
 [-2.10768788e-01 -9.77523956e-01  4.84084840e-03]
 [ 1.73454237e-03  4.57810059e-03  9.99988016e-01]]"
108,108,../shapes\Bicycle\D00750.obj,3053,[ 0.10905722 -0.06173569  0.07690859],[ 0.10905735 -0.06173575  0.07690858],[1. 1. 1.],0.62554955,2.540483244590149,[-0.811559  1.10338  -0.818838  0.736372 -0.167292  0.439656],[0. 0. 0.],5484,Bicycle,Triangle,[0.32831873 0.00887666 0.09508102],"[[ 0.9968443   0.06500636 -0.04555889]
 [ 0.05078154 -0.08109072  0.99541224]
 [-0.06101372  0.99458457  0.08413595]]"
