,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type
96,../shapes\Bicycle\D00033.obj,2192,[-0.07791179  0.06937241  0.00308441],[-0.07791162  0.06937242  0.00308441],[1. 1. 1.],0.6073794,2.3077155892629673,[-1.0652    0.878724 -0.389308  0.704617 -0.281626  0.310015],[0. 0. 0.],4448,Bicycle,Triangle
97,../shapes\Bicycle\D00040.obj,25426,[ 0.24321394  0.02537398 -0.02441705],[ 0.24321342  0.02537405 -0.02441685],[1. 1. 1.],0.2788185,2.340164769197021,[-0.94097   0.963824 -0.458162  0.744808 -0.31764   0.315601],[0. 0. 0.],50650,Bicycle,Triangle
98,../shapes\Bicycle\D00077.obj,16416,[-0.05994833 -0.19672588 -0.0081851 ],[-0.05994804 -0.19672541 -0.00818511],[1. 1. 1.],0.48243603,2.3054068238514067,[-0.846692  1.04491  -0.658064  0.486785 -0.363761  0.288974],[0. 0. 0.],32265,Bicycle,Triangle
99,../shapes\Bicycle\D00078.obj,22674,[-0.01009491 -0.01978795 -0.01611584],[-0.01009514 -0.0197879  -0.01611589],[1. 1. 1.],0.5112901,2.432735098418692,[-1.01698   0.86983  -0.596377  0.758111 -0.365122  0.358418],[0. 0. 0.],44740,Bicycle,Triangle
100,../shapes\Bicycle\D00462.obj,56754,[-0.06092454  0.02117366 -0.0038385 ],[-0.06092437  0.02117374 -0.0038385 ],[1. 1. 1.],0.5037441,2.3203261332371223,[-0.981432  0.933426 -0.593991  0.611169 -0.276838  0.23777 ],[0. 0. 0.],111471,Bicycle,Triangle
101,../shapes\Bicycle\D00514.obj,6951,[-0.09143718  0.06294439 -0.0130221 ],[-0.09143724  0.06294442 -0.01302212],[1. 1. 1.],0.55165595,2.283513065187012,[-1.00041   0.867701 -0.554131  0.697751 -0.218428  0.17829 ],[0. 0. 0.],12939,Bicycle,Triangle
102,../shapes\Bicycle\D00536.obj,30832,[-0.00562341  0.03501905 -0.00087888],[-0.00562341  0.035019   -0.00087887],[1. 1. 1.],0.62389827,2.441779530129309,[-0.885706  1.02261  -0.552034  0.679221 -0.459882  0.437129],[0. 0. 0.],60488,Bicycle,Triangle
103,../shapes\Bicycle\D00555.obj,34364,[0.0209129  0.10363354 0.02713095],[0.02091296 0.10363352 0.02713083],[1. 1. 1.],0.5673976,2.3987592379074147,[-0.953013  0.973589 -0.49476   0.757895 -0.333261  0.354566],[0. 0. 0.],64544,Bicycle,Triangle
104,../shapes\Bicycle\D00558.obj,19417,[-0.0047075  -0.02081866 -0.01353511],[-0.00470766 -0.02081855 -0.01353514],[1. 1. 1.],0.52632004,2.312727113628029,[-1.01428   0.938784 -0.539415  0.584583 -0.283491  0.236967],[0. 0. 0.],37661,Bicycle,Triangle
105,../shapes\Bicycle\D00567.obj,436,[-0.01827528  0.04528028  0.00704653],[-0.01827525  0.04528025  0.00704653],[1. 1. 1.],0.55595154,2.3237415993999706,[-0.923799  0.991099 -0.503743  0.689679 -0.288646  0.266948],[0. 0. 0.],916,Bicycle,Triangle
106,../shapes\Bicycle\D00621.obj,2769,[ 0.04036698  0.04386825 -0.00931268],[ 0.04036695  0.04386817 -0.00931269],[1. 1. 1.],0.5865937,2.2950713347693767,[-0.914804  0.956869 -0.720661  0.549773 -0.212118  0.175426],[0. 0. 0.],5049,Bicycle,Triangle
107,../shapes\Bicycle\D00708.obj,22495,[-0.00174773  0.00480091 -0.00641008],[-0.00174763  0.00480086 -0.00641009],[1. 1. 1.],0.51753443,2.358556628535741,[-0.993872  0.942018 -0.56247   0.649391 -0.307887  0.280766],[0. 0. 0.],44110,Bicycle,Triangle
108,../shapes\Bicycle\D00750.obj,3053,[ 0.10905722 -0.06173569  0.07690859],[ 0.10905735 -0.06173575  0.07690858],[1. 1. 1.],0.62554955,2.5404832445901495,[-0.811559  1.10338  -0.818838  0.736372 -0.167292  0.439656],[0. 0. 0.],5484,Bicycle,Triangle
109,../shapes\Bicycle\D00838.obj,23397,[ 0.01311708  0.00751193 -0.0051244 ],[ 0.01311696  0.00751192 -0.00512439],[1. 1. 1.],0.52300715,2.3327879153101256,[-0.942974  0.971944 -0.638045  0.560247 -0.298061  0.284249],[0. 0. 0.],45925,Bicycle,Triangle
110,../shapes\Bicycle\D00847.obj,22672,[-0.03267946 -0.0202824   0.00303797],[-0.03267961 -0.0202827   0.00303798],[1. 1. 1.],0.51129967,2.4295995249416267,[-0.932407  0.973915 -0.589276  0.732026 -0.361317  0.361906],[0. 0. 0.],44707,Bicycle,Triangle
111,../shapes\Bicycle\D00904.obj,5354,[0.08402949 0.12689448 0.00150127],[0.08402947 0.12689433 0.00150127],[1. 1. 1.],0.59847635,2.310577883510474,[-0.959896  0.953013 -0.599316  0.637406 -0.196088  0.191298],[0. 0. 0.],10548,Bicycle,Triangle
112,../shapes\Bicycle\D00930.obj,29173,[ 0.03444033 -0.08907297  0.00243785],[ 0.03443956 -0.08907264  0.00243784],[1. 1. 1.],0.5367658,2.3127362613581615,[-0.738729  0.994006 -0.51995   0.852751 -0.3426    0.337158],[0. 0. 0.],57224,Bicycle,Triangle
113,../shapes\Bicycle\D00931.obj,32603,[-0.04375733  0.10297372 -0.06291257],[-0.04375678  0.10297345 -0.06291253],[1. 1. 1.],0.4902495,2.152935815601242,[-0.920573  0.849829 -0.400919  0.684049 -0.432948  0.135958],[0. 0. 0.],64230,Bicycle,Triangle
114,../shapes\Bicycle\D00974.obj,6045,[ 0.11929741  0.0618159  -0.00716513],[ 0.1192976   0.06181605 -0.00716513],[1. 1. 1.],0.42012268,2.247403984797555,[-0.843326  1.05063  -0.583879  0.550897 -0.210511  0.209059],[0. 0. 0.],12065,Bicycle,Triangle
115,../shapes\Bicycle\m1472.obj,524,[0.21277537 0.30182213 0.4919042 ],[0.2127758  0.30182248 0.49190417],[1. 1. 1.],0.276105,1.158263725670252,[0.025    0.406458 0.025    0.566816 0.025    0.975   ],[0. 0. 0.],846,Bicycle,Triangle
116,../shapes\Bicycle\m1473.obj,2192,[0.50795718 0.24512848 0.17045993],[0.5079572  0.24512796 0.17045975],[1. 1. 1.],0.29679164,1.1268410344380821,[0.025    0.975    0.025    0.557643 0.025    0.314071],[0. 0. 0.],4448,Bicycle,Triangle
117,../shapes\Bicycle\m1475.obj,6049,[0.4864563  0.21664506 0.1372155 ],[0.486457   0.21664563 0.13721697],[1. 1. 1.],0.20781095,1.088149574083291,[0.025    0.975    0.025    0.513449 0.025    0.232333],[0. 0. 0.],12065,Bicycle,Triangle
118,../shapes\Bicycle\m1476.obj,436,[0.15897068 0.27499105 0.52022824],[0.15897085 0.2749913  0.5202282 ],[1. 1. 1.],0.2751292,1.131433535390803,[0.025    0.299675 0.025    0.574723 0.025    0.975   ],[0. 0. 0.],916,Bicycle,Triangle
119,../shapes\Bicycle\m1477.obj,22682,[0.49669851 0.31273978 0.20834498],[0.4966981  0.31273782 0.20834586],[1. 1. 1.],0.24849765,1.1726287874560675,[0.025    0.975    0.025    0.616046 0.025    0.376031],[0. 0. 0.],44727,Bicycle,Triangle
120,../shapes\Bicycle\m1478.obj,2769,[0.48370867 0.24969405 0.11972761],[0.48370838 0.24969472 0.11972786],[1. 1. 1.],0.2957737,1.1340677074795213,[0.025    0.975    0.025    0.611666 0.025    0.223576],[0. 0. 0.],5049,Bicycle,Triangle
121,../shapes\Biplane\D00069.obj,3242,[-0.07985911 -0.0969623   0.01932961],[-0.07985915 -0.0969622   0.01932962],[1. 1. 1.],0.4217867,2.243805524117529,[-1.06342   0.905137 -0.446842  0.553446 -0.198847  0.199738],[0. 0. 0.],6326,Biplane,Triangle
122,../shapes\Biplane\D00132.obj,287,[-0.00472857 -0.00322622  0.00258239],[-0.00472858 -0.00322622  0.00258239],[1. 1. 1.],0.6578829,2.314084362096222,[-0.948872  0.947322 -0.416782  0.85261  -0.129309  0.255501],[0. 0. 0.],348,Biplane,Triangle
123,../shapes\Biplane\D00178.obj,10942,[-0.05134025  0.06802243 -0.00711569],[-0.0513402   0.06802247 -0.00711568],[1. 1. 1.],0.27741402,1.749815904758451,[-0.870457  0.487153 -0.469202  0.592445 -0.176893  0.125855],[0. 0. 0.],8057,Biplane,Triangle
124,../shapes\Biplane\D00199.obj,2584,[-0.05487544  0.09856302  0.0226264 ],[-0.05487543  0.0985629   0.02262643],[1. 1. 1.],0.4389501,2.491516744738574,[-1.01653   0.915606 -0.38886   1.07596  -0.234302  0.339116],[0. 0. 0.],3764,Biplane,Triangle
125,../shapes\Biplane\D00246.obj,14082,[ 0.00877981 -0.03766056  0.01681627],[ 0.00877967 -0.03766051  0.01681641],[1. 1. 1.],0.2578726,2.2586463213113936,[-0.984595  0.998878 -0.395955  0.632082 -0.193048  0.139304],[0. 0. 0.],9353,Biplane,Triangle
126,../shapes\Biplane\D00276.obj,567,[-0.32785492  0.0759671   0.13116074],[-0.3278549   0.0759671   0.13116068],[1. 1. 1.],0.47682,2.592742851143413,[-1.08018   0.699036 -0.864861  0.766394 -0.468883  0.477538],[0. 0. 0.],916,Biplane,Triangle
127,../shapes\Biplane\D00277.obj,22427,[-0.09817587 -0.0434229   0.0094486 ],[-0.09817573 -0.04342294  0.00944867],[1. 1. 1.],0.29127523,2.3765534015547294,[-0.557817  0.804851 -1.05515   0.813411 -0.278621  0.268756],[0. 0. 0.],41567,Biplane,Triangle
128,../shapes\Biplane\D00320.obj,9723,[-0.00136033  0.04457353  0.01824898],[-0.00136032  0.04457381  0.01824898],[1. 1. 1.],0.3610476,2.344751370155478,[-0.990106  0.984606 -0.75142   0.427939 -0.152266  0.303238],[0. 0. 0.],17476,Biplane,Triangle
129,../shapes\Biplane\D00373.obj,5941,[ 0.07144867  0.00423565 -0.01914636],[ 0.07144857  0.00423562 -0.01914646],[1. 1. 1.],0.5350559,2.5166332878482365,[-0.666583  0.863905 -0.96762   0.930583 -0.376918  0.245878],[0. 0. 0.],12536,Biplane,Triangle
130,../shapes\Biplane\D00410.obj,2167,[-0.15137254 -0.03898476 -0.0612924 ],[-0.15137254 -0.03898476 -0.06129239],[1. 1. 1.],0.36062568,2.2913653920008015,[-1.1498    0.772427 -0.571534  0.608046 -0.231691  0.173266],[0. 0. 0.],4254,Biplane,Triangle
131,../shapes\Biplane\D00490.obj,24998,[ 0.0790611  -0.06882874  0.00600877],[ 0.07906128 -0.06882896  0.00600886],[1. 1. 1.],0.44668588,2.275927608380371,[-0.858495  0.970724 -0.555024  0.710541 -0.26707   0.214749],[0. 0. 0.],46318,Biplane,Triangle
132,../shapes\Biplane\D00515.obj,5381,[-0.20922634  0.04745086 -0.01055964],[-0.2092269   0.04745073 -0.01055965],[1. 1. 1.],0.52088994,2.426667951030352,[-0.890078  0.687934 -0.889517  0.863811 -0.31532   0.254273],[0. 0. 0.],10522,Biplane,Triangle
133,../shapes\Biplane\D00601.obj,18086,[-0.01989952 -0.03359357  0.06486744],[-0.01989961 -0.03359371  0.0648675 ],[1. 1. 1.],0.45769,2.218792808330541,[-0.807461  0.820881 -0.49454   0.784118 -0.350623  0.447235],[0. 0. 0.],36024,Biplane,Triangle
134,../shapes\Biplane\D00616.obj,20306,[-0.0473013  -0.24968084 -0.00199455],[-0.04730095 -0.24968047 -0.00199456],[1. 1. 1.],0.3729984,2.225139577193366,[-1.03189   0.95107  -0.595964  0.339843 -0.192579  0.186078],[0. 0. 0.],37102,Biplane,Triangle
135,../shapes\Biplane\D00632.obj,624,[1.40158368e-01 5.71748527e-05 3.20264931e-03],[1.4015841e-01 5.7158901e-05 3.2026542e-03],[1. 1. 1.],0.44562754,2.446656331933308,[-0.845186  0.628879 -0.93675   0.935701 -0.236713  0.317531],[0. 0. 0.],1024,Biplane,Triangle
136,../shapes\Biplane\D00634.obj,48973,[ 0.01037428 -0.20403947 -0.03649341],[ 0.01037441 -0.2040396  -0.03649369],[1. 1. 1.],0.48735666,2.5405362656677775,[-0.958046  0.976882 -0.738138  0.796668 -0.336325  0.259283],[0. 0. 0.],77264,Biplane,Triangle
137,../shapes\Biplane\D00666.obj,469,[-0.19157021  0.00866465  0.01801388],[-0.19157021  0.00866467  0.01801389],[1. 1. 1.],0.52549547,2.742491127252647,[-1.22452   0.693364 -0.946743  0.962328 -0.266142  0.179309],[0. 0. 0.],794,Biplane,Triangle
138,../shapes\Biplane\D00854.obj,18966,[0.08553935 0.00480506 0.04790642],[0.08553931 0.00480509 0.04790636],[1. 1. 1.],0.31954432,2.4608886972207955,[-0.967073  0.454312 -0.953196  0.980111 -0.191033  0.354826],[0. 0. 0.],37292,Biplane,Triangle
139,../shapes\Biplane\D00890.obj,45079,[-0.00555367  0.16634704 -0.00921987],[-0.00555377  0.16634636 -0.00922002],[1. 1. 1.],0.47580236,2.4585883420122157,[-0.889169  0.882175 -0.837059  0.766087 -0.259336  0.321112],[0. 0. 0.],47490,Biplane,Triangle
140,../shapes\Biplane\D00900.obj,27750,[-0.19205562  0.02449132  0.04632039],[-0.19205485  0.02449119  0.04632041],[1. 1. 1.],0.4163297,2.4596250245832594,[-1.17911   0.805355 -0.897227  0.482773 -0.179258  0.275993],[0. 0. 0.],49863,Biplane,Triangle
141,../shapes\Biplane\m1118.obj,10676,[0.49712284 0.13684507 0.29602   ],[0.49712163 0.13684662 0.29602015],[1. 1. 1.],0.24415384,1.0941118510457293,[0.025    0.975    0.025    0.231623 0.025    0.526884],[0. 0. 0.],20408,Biplane,Triangle
142,../shapes\Biplane\m1119.obj,863,[0.50006151 0.20275492 0.19515425],[0.5000614  0.202755   0.19515422],[1. 1. 1.],0.24663538,1.285525035289725,[0.025    0.975    0.025    0.379325 0.025    0.815271],[0. 0. 0.],1550,Biplane,Triangle
143,../shapes\Biplane\m1120.obj,65722,[0.49991677 0.19115244 0.54732939],[0.49990705 0.19115853 0.54729736],[1. 1. 1.],0.2794814,1.3297694752200688,[0.025    0.975    0.025    0.370037 0.025    0.889139],[0. 0. 0.],129881,Biplane,Triangle
144,../shapes\Biplane\m1121.obj,1062,[0.25393809 0.49891091 0.18148662],[0.25393814 0.4989109  0.18148664],[1. 1. 1.],0.233333,1.2583453774745854,[0.025    0.792248 0.025    0.975    0.025    0.328749],[0. 0. 0.],1913,Biplane,Triangle
145,../shapes\Biplane\m1122.obj,6704,[0.22931165 0.49718135 0.18208457],[0.22931123 0.4971832  0.18208346],[1. 1. 1.],0.19311431,1.3453780016809402,[0.025    0.93572  0.025    0.975    0.025    0.304519],[0. 0. 0.],11577,Biplane,Triangle
146,../shapes\Biplane\m1123.obj,1015,[0.22464106 0.5000468  0.1383429 ],[0.22464164 0.50004673 0.13834308],[1. 1. 1.],0.17400491,1.2004545652386085,[0.025    0.697675 0.025    0.975    0.025    0.318427],[0. 0. 0.],1756,Biplane,Triangle
147,../shapes\Biplane\m1124.obj,390,[0.27560516 0.49962668 0.14729012],[0.27560514 0.49962676 0.14729007],[1. 1. 1.],0.2342146,1.148394593198319,[0.025    0.633082 0.025    0.975    0.025    0.240746],[0. 0. 0.],572,Biplane,Triangle
148,../shapes\Biplane\m1125.obj,434,[0.31566494 0.49983735 0.13163739],[0.3156646  0.49983743 0.1316373 ],[1. 1. 1.],0.33274862,1.2505562460726407,[0.025    0.799082 0.025    0.975    0.025    0.274375],[0. 0. 0.],656,Biplane,Triangle
149,../shapes\Biplane\m1126.obj,770,[0.37574708 0.50003716 0.10296465],[0.37574694 0.5000371  0.10296474],[1. 1. 1.],0.24899997,1.236705031356532,[0.025    0.788134 0.025    0.975    0.025    0.236106],[0. 0. 0.],1316,Biplane,Triangle
150,../shapes\Biplane\m1127.obj,354,[0.31355283 0.49999419 0.11251837],[0.31355315 0.4999941  0.11251841],[1. 1. 1.],0.32707244,1.2483144870158631,[0.025    0.811053 0.025    0.975    0.025    0.219704],[0. 0. 0.],520,Biplane,Triangle
151,../shapes\Biplane\m1128.obj,718,[0.44255681 0.49605479 0.10310609],[0.44255662 0.49605447 0.10310601],[1. 1. 1.],0.24675944,1.3553950462840672,[0.025    0.975    0.025    0.967087 0.025    0.241951],[0. 0. 0.],1232,Biplane,Triangle
152,../shapes\Biplane\m1129.obj,3351,[0.50005229 0.18035779 0.49876402],[0.50005215 0.18035775 0.49876338],[1. 1. 1.],0.20545186,1.208658852854106,[0.025    0.975    0.025    0.346551 0.025    0.699508],[0. 0. 0.],6272,Biplane,Triangle
153,../shapes\Biplane\m1131.obj,482,[0.34946268 0.50007521 0.1063759 ],[0.34946293 0.5000751  0.10637587],[1. 1. 1.],0.21748558,1.1811997693379908,[0.025    0.705618 0.025    0.975    0.025    0.196732],[0. 0. 0.],768,Biplane,Triangle
154,../shapes\Biplane\m1132.obj,882,[0.36043833 0.49999999 0.11396034],[0.36043796 0.49999985 0.11396031],[1. 1. 1.],0.22629833,1.1930731400094081,[0.025    0.7227   0.025    0.975    0.025    0.209765],[0. 0. 0.],1428,Biplane,Triangle
155,../shapes\Biplane\m1133.obj,624,[0.27237343 0.50006169 0.19097073],[0.27237374 0.50006145 0.19097051],[1. 1. 1.],0.22627227,1.2405919641676495,[0.025    0.769747 0.025    0.975    0.025    0.311217],[0. 0. 0.],1024,Biplane,Triangle
156,../shapes\Biplane\m1134.obj,338,[0.22293053 0.50007378 0.07600688],[0.22293074 0.5000739  0.0760069 ],[1. 1. 1.],0.22744013,1.091857920095514,[0.025    0.542388 0.025    0.975    0.025    0.1732  ],[0. 0. 0.],512,Biplane,Triangle
157,../shapes\Biplane\m1135.obj,264,[0.29993612 0.50009468 0.09398503],[0.2999359 0.5000947 0.093985 ],[1. 1. 1.],0.25496122,1.0946208961037551,[0.025    0.545907 0.025    0.975    0.025    0.181047],[0. 0. 0.],360,Biplane,Triangle
158,../shapes\Biplane\m1136.obj,904,[0.19820505 0.50002971 0.11413357],[0.19820522 0.5000297  0.11413366],[1. 1. 1.],0.17296758,1.1095828635159841,[0.025    0.559108 0.025    0.975    0.025    0.233333],[0. 0. 0.],1628,Biplane,Triangle
159,../shapes\Biplane\m1137.obj,408,[0.17291711 0.49907074 0.10932589],[0.17291705 0.4990707  0.10932578],[1. 1. 1.],0.18371801,1.0601630375915825,[0.025    0.461983 0.025    0.975    0.025    0.199618],[0. 0. 0.],524,Biplane,Triangle
160,../shapes\Biplane\m1138.obj,2050,[0.38541974 0.4654022  0.17496787],[0.3854188  0.4654012  0.17496742],[1. 1. 1.],0.19285522,1.3242087206008792,[0.052495 0.975    0.025    0.907034 0.025    0.377887],[0. 0. 0.],3586,Biplane,Triangle
161,../shapes\Biplane\m1139.obj,2920,[0.31124205 0.49984932 0.14547421],[0.3112414  0.4998489  0.14547418],[1. 1. 1.],0.21474749,1.1628054748652525,[0.025    0.647434 0.025    0.975    0.025    0.274384],[0. 0. 0.],4234,Biplane,Triangle
162,../shapes\Biplane\m1141.obj,11819,[0.49991386 0.22239949 0.49603182],[0.49991357 0.2223991  0.49603996],[1. 1. 1.],0.14533256,1.1568351630208284,[0.025    0.975    0.025    0.310844 0.025    0.62003 ],[0. 0. 0.],23138,Biplane,Triangle
163,../shapes\Biplane\m1143.obj,3336,[0.19520923 0.50003685 0.10471679],[0.19520795 0.5000374  0.10471643],[1. 1. 1.],0.20773096,1.0800622448103971,[0.025    0.504495 0.025    0.975    0.025    0.209713],[0. 0. 0.],6570,Biplane,Triangle
164,../shapes\Biplane\m1144.obj,3627,[0.49783718 0.18999259 0.18287936],[0.4978389  0.18999255 0.18287921],[1. 1. 1.],0.17757598,1.2050497651499243,[0.025    0.975    0.025    0.716901 0.025    0.291304],[0. 0. 0.],6736,Biplane,Triangle
165,../shapes\Biplane\m1146.obj,1700,[0.45669521 0.09253629 0.53583195],[0.45669496 0.09253635 0.5358368 ],[1. 1. 1.],0.14193104,1.317647421471421,[0.025   0.88836 0.025   0.32216 0.025   0.975  ],[0. 0. 0.],3016,Biplane,Triangle
166,../shapes\Bird\D00089.obj,233,[-0.19031002 -0.0385117  -0.06918203],[-0.19031005 -0.0385117  -0.06918201],[1. 1. 1.],0.43310583,2.272784150468972,[-1.16401   0.785119 -0.562623  0.507858 -0.314817  0.154772],[0. 0. 0.],462,Bird,Triangle
167,../shapes\Bird\D00113.obj,15871,[-0.22441991  0.12211931  0.1071054 ],[-0.22442049  0.12211964  0.10710564],[1. 1. 1.],0.5789517,2.5734934410825345,[-0.989781  0.729676 -0.565778  0.957181 -0.557952  0.602622],[0. 0. 0.],31702,Bird,Triangle
168,../shapes\Bird\D00164.obj,8188,[ 0.2756047  -0.07044722 -0.05719098],[ 0.27560487 -0.07044728 -0.05719116],[1. 1. 1.],0.37296847,2.2363720138140524,[-0.692378  1.18953  -0.498351  0.598524 -0.400888  0.105716],[0. 0. 0.],16135,Bird,Triangle
169,../shapes\Bird\D00234.obj,1247,[-0.00030074  0.00184973  0.12280866],[-0.00030075  0.00184973  0.12280864],[1. 1. 1.],0.2545654,2.5003255919213085,[-0.928219  0.947521 -0.966801  0.625768 -0.185647  0.258145],[0. 0. 0.],2468,Bird,Triangle
170,../shapes\Bird\D00271.obj,12813,[-0.24979787 -0.03357241 -0.04463066],[-0.24979809 -0.03357234 -0.04463063],[1. 1. 1.],0.47609282,2.350727787882541,[-1.17434   0.735516 -0.67701   0.633247 -0.192772  0.20922 ],[0. 0. 0.],24753,Bird,Triangle
171,../shapes\Bird\D00284.obj,13253,[-0.25698707  0.03151956 -0.09307436],[-0.25698704  0.03151964 -0.09307433],[1. 1. 1.],0.31792292,2.2122101682084088,[-1.17688   0.723095 -0.422644  0.608828 -0.266977  0.202101],[0. 0. 0.],26516,Bird,Triangle
172,../shapes\Bird\D00323.obj,260,[ 0.21601087  0.04108317 -0.00255793],[ 0.21601084  0.04108318 -0.00255793],[1. 1. 1.],0.4048226,2.048728327344058,[-0.777682  1.19869  -0.188336  0.343315 -0.049014  0.043661],[0. 0. 0.],364,Bird,Triangle
173,../shapes\Bird\D00386.obj,1751,[-0.13876206  0.10818976 -0.01887486],[-0.13876207  0.10818981 -0.01887487],[1. 1. 1.],0.4365189,1.9858657362905623,[-1.057619  0.810894 -0.286252  0.353767 -0.132731  0.073903],[0. 0. 0.],3498,Bird,Triangle
174,../shapes\Bird\D00438.obj,1824,[-0.20280798  0.00554282 -0.02528409],[-0.202808    0.00554282 -0.02528408],[1. 1. 1.],0.40992758,2.1913370784777944,[-1.18694   0.786275 -0.545674  0.371307 -0.194944  0.064915],[0. 0. 0.],3709,Bird,Triangle
175,../shapes\Bird\D00442.obj,9745,[-0.01650192  0.09934478  0.00428972],[-0.01650195  0.09934482  0.00428975],[1. 1. 1.],0.40521452,2.2930805920676893,[-0.874312  0.911395 -0.617021  0.504857 -0.37487   0.525607],[0. 0. 0.],17119,Bird,Triangle
176,../shapes\Bird\D00546.obj,1162,[-0.23432716  0.04131901  0.03632965],[-0.23432718  0.04131901  0.03632966],[1. 1. 1.],0.23172128,2.1102484977275995,[-1.23614   0.715362 -0.288082  0.408477 -0.248996  0.150496],[0. 0. 0.],2012,Bird,Triangle
177,../shapes\Bird\D00599.obj,1792,[-0.23533402 -0.02580644  0.0178324 ],[-0.23533395 -0.02580646  0.01783238],[1. 1. 1.],0.3719224,2.1038339827849364,[-1.20739   0.749861 -0.452237  0.290011 -0.05299   0.157614],[0. 0. 0.],3626,Bird,Triangle
178,../shapes\Bird\D00625.obj,1091,[ 0.22006568  0.01954851 -0.09076378],[ 0.2200657   0.01954852 -0.09076378],[1. 1. 1.],0.47035387,2.588324966195869,[-0.757887  1.149855 -0.803401  0.63741  -0.705727  0.286246],[0. 0. 0.],1398,Bird,Triangle
179,../shapes\Bird\D00689.obj,2683,[-0.22172646 -0.10710163  0.04621492],[-0.22172652 -0.10710167  0.04621502],[1. 1. 1.],0.3614765,2.113052678459628,[-1.17894   0.767141 -0.377306  0.24427  -0.199     0.340818],[0. 0. 0.],5388,Bird,Triangle
180,../shapes\Bird\D00736.obj,3947,[-0.19952332 -0.04230442 -0.03429396],[-0.19952323 -0.0423044  -0.03429389],[1. 1. 1.],0.40552908,2.2137372494361762,[-1.17942   0.798489 -0.462894  0.49027  -0.198137  0.084683],[0. 0. 0.],7898,Bird,Triangle
181,../shapes\Bird\D00762.obj,950,[-0.2212756   0.13272609 -0.1092906 ],[-0.2212756   0.13272604 -0.10929067],[1. 1. 1.],0.40443128,2.480124454456,[-1.0453    0.749594 -0.723664  0.858881 -0.387123  0.264739],[0. 0. 0.],1896,Bird,Triangle
182,../shapes\Bird\D00862.obj,757,[ 0.2374346   0.03209318 -0.05035907],[ 0.23743458  0.03209319 -0.05035907],[1. 1. 1.],0.4461454,2.244484004743023,[-0.750402  1.22133  -0.536856  0.40871  -0.406756  0.099096],[0. 0. 0.],1507,Bird,Triangle
183,../shapes\Bird\D00922.obj,903,[ 0.26027515 -0.0381153   0.22227734],[ 0.26027507 -0.03811529  0.22227733],[1. 1. 1.],0.41275948,2.370290930319493,[-0.724867  1.03105  -0.536531  0.78013  -0.391794  0.503437],[0. 0. 0.],1794,Bird,Triangle
184,../shapes\Bird\D00961.obj,1344,[-0.19897973  0.00758301  0.02699191],[-0.19897977  0.00758301  0.0269919 ],[1. 1. 1.],0.42705137,2.2959850023108745,[-1.190131  0.793    -0.684328  0.444631 -0.061147  0.192211],[0. 0. 0.],2734,Bird,Triangle
